reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
34f8af58-ab71-4c93-b2b4-4b762f139dac,Andri Pratama,https://play-lh.googleusercontent.com/a/ACg8ocIou81DFV_zX-yO5LlHdhV8_s7pRIQEsuCvI2gwYY5bPpsnUA=mo,"Perbaiki aplikasi nya, banyak sekali masalah di dlm aplikasi ini, mulai dari login CAPCTHA SALAH TERUS, SAMPE DI PENDAFTARAN AUTO DEBIT YANG SULIT SEKALI. coba lebih di perbaiki lagi seperti aplikasi JMO MOBILE yg jauh lebih baik daripada MOBILE JKN. JMO MOBILE lebih mudah untuk di akses tidak pernah ada kendala apapun.",1,28,4.7.0,2024-05-07 10:54:54,,,4.7.0
109f0b00-f0c4-4baf-92cd-4ebdd3908290,Ade Bkl,https://play-lh.googleusercontent.com/a/ACg8ocIyoXBpkEeg3orpZMtscBLd_GGJFGkM6FMh67qvqVZVtosyQA=mo,"Membingungkan,selalu saja eror dan muncul tulisan 'tidak bisa berjalan pada emulator'padahal sudah update,lantas untuk ap kalau tidak bisa kami gunakan,sudah berbagai cara juga dicoba hasilnya tetap gak bisa,server di rumah sakitpun normal tp ttap gak bisa.",1,1230,4.7.0,2024-04-17 05:39:14,,,4.7.0
47b0e28f-3c67-4b64-9166-d62a74b9bf35,Andri Tok rapopo,https://play-lh.googleusercontent.com/a-/ALV-UjULU2kUGzkh6CsMt0G7_FQLArtM7U7lgNXrGpaV-qrMgCzHqNY,Tidak seperti pendaftaran aplikasi2 lain. Aplikasi ini sangat susah saat mau masuk katanya input no KTP salah padahal sudah benar.alhasil ga bisa di akses masuk...menyulitkan buat apa dibikin bukannya mempermudah masyarakat malah menyulitkan.,1,84,4.7.0,2024-04-29 03:13:05,"Hi.. Mohon maaf atas ketidaknyamanannya. Terkait kendala yang dialami, Anda dapat menyampaikan kendala dengan melampirkan screenshot/video ke alamat email : carecenter@bpjs-kesehatan.go.id untuk kemudahan proses tindak lanjut. Terima kasih.",2024-04-30 04:02:22,4.7.0
bdf24cd0-a2e6-4740-b19d-259e2ff7350a,Neng Mutim,https://play-lh.googleusercontent.com/a/ACg8ocKVv7hZSsRlBx5jJAJ8IHq-t-ZhV6u5xYM_1VTx9PK2l1FlsA=mo,Sangat buruk aplikasinya..padahal hp masih setelan pabrik..belum ada perubahan..tapi muncul notifikasi tidak bisa berjalan pada emulator..sangat aneh..aplikasi tidak layak di publikasikan udan di luncurkan ke masyarakat...,1,20,4.7.0,2024-05-06 08:25:40,,,4.7.0
6bb3443f-ed55-425b-8a13-8dfc6eda0c09,Darson Pulu,https://play-lh.googleusercontent.com/a/ACg8ocIVKY6HhuNpyfexQRM_LKN_Y3NHWPkETzYoUKsgzMqo7YHnUA=mo,"Pada proses pendaftaran akun baru, saat verifikasi nomor handphone sangat lama menunggu SMS masuk sampai selalu error' pokonya ribet amat dah proses verifikasi nomor telp nya gak jadi, tolong di cek lagi de apps nya bagi tim developer nya di perbaiki lah, bukan mempermudah malah nyusain aja",1,436,4.7.0,2024-04-05 01:05:36,"Hi.. Mohon maaf atas ketidaknyamanannya. Pastikan jaringan baik dan No HP yang terdaftar adalah no HP prabayar yang aktif dengan pulsa yang mencukupi agar kode OTP dapat masuk. Saat ini Operator yang sudah tersedia untuk SMS OTP adalah pengguna Telkomsel, Indosat dan Smartfren. Terima kasih.",2024-04-17 09:21:41,4.7.0
060c35eb-2ae2-4135-8a88-2871146f08af,Tri Satria,https://play-lh.googleusercontent.com/a-/ALV-UjVOqEEuy1n0vJYpYhey6ou0x7dDvFqaFyvFcE9S8OIu_mDWqZE5,"Tidak berjalan sesuai fungsinya, yaitu memudahkan masih banyak bug seperti pencarian faskes sekitar tidak bisa dilakukan padah izin penggunaan lokasi sudah diaktifkan, masih banyak opsi yg belum bisa digunakan sebagaimana fungsinya. Tolong ditingkatkan",1,145,4.7.0,2024-03-22 11:59:11,"Hi.. Mohon maaf atas ketidaknyamanannya. Terkait kendala tersebut, mohon agar dapat mencobanya kembali secara berkala dengan menutup aplikasi dan membukanya kembali serta memastikan jaringan internet baik. Apabila kendala masih terjadi, mohon agar melakukan re-install aplikasi Mobile JKN versi 4.7.0 (pada perangkat Android). Terima kasih.
",2024-03-26 04:08:04,4.7.0
507f3f01-a89b-42de-9637-d4f4ed5e9437,Dedy Prasetyo,https://play-lh.googleusercontent.com/a-/ALV-UjVNvkYU1_AamhRLrU1AZwtMpvdV5T7Ag2FK5ghQiktioJCO27Ht,"Belum siap di digitalisasi keburu dilempar ke masyarakat.. Jadinya amburadul ini aplikasi!! Mau bikin mudah, ternyata aplikasi ini malah bikin susah!! Ubah pin udah bener.. Malah dapet pop-up masih belum sesuai.. Sudah dicoba berkali-kali tapi sama saja.. Mau nambah peserta, pas isi no NIK, malah gak bisa.. Menunya banyak yg nge-bug",1,95,4.7.0,2024-03-12 08:59:50,,,4.7.0
430b44ed-358f-4819-9237-eb3a32a4e931,Silvi,https://play-lh.googleusercontent.com/a-/ALV-UjX2ehEN5zRwouMTzOdD0gGJe1sTJCc3wQ6DtVT501h6XjU2mQIA,Aplikasi sudah digunakan lebih dari sebulan masih oke. Pas 2 bulan dibuka tiba2 muncul notif aplikasi tdk bisa berjalan pada emulator dan device yg di root. Tolong secepatnya diperbaiki. Karena banyak yg mengeluhka hal serupa. Padahal bener2 butuh aplikasinya. Krn sekarang untuk berobat pendaftaran harus online.,1,1588,4.7.0,2024-02-26 06:12:23,,,4.7.0
e595a63f-bb05-4dac-ad54-fd93d1010fce,Andrie Mochammad Yadi,https://play-lh.googleusercontent.com/a-/ALV-UjVM0QpSf-pKrAa8Vmrna2x8nKhC-sUNqM9vINSYWIVPChMQLX7m,"muncul terus notif aplikasi tdk bisa berjalan pada emulator dan device yg di root. Padahal hp saya tidak di Root dan jelas jelas Android tanpa emulator. solusi gimana? ganti hp baru (baru buka segel) pertama muncul notif sama aplikasi tdk bisa berjalan pada emulator dan device yg di root, di refresh malah muncul notifikasi perangkat ini sudah di gunakan lebih dari 3 NIK berbeda....parah...",1,126,4.7.0,2024-03-12 17:11:14,,,4.7.0
21b6157b-88af-430c-a779-20b86c61be5a,Doni Dacosta,https://play-lh.googleusercontent.com/a/ACg8ocJOAT3AghBmBoHL4cONtYK2jFjoDlInRr1Gx7tXFyL--E43kg=mo,Aplikasinya kok aneh kenapa ada tulisan bilang.... Aplikasi tidak berjalan pada emulator dan dengan kondisi device tidak di lakukan roat.... Tolong di perbaiki saya sudah berulang kali buat agar jadi kok masih tidak bisa juga tolong dari pihak aplikasi untuk di perbaiki terimakasih.,1,687,4.7.0,2024-02-21 04:46:48,,,4.7.0
bf0b4d84-25b7-41fc-b5a3-d5dd68369c22,Iqnasya Syafa,https://play-lh.googleusercontent.com/a/ACg8ocKhJYP6r4R63dETEgFbZ-IRmEGswX9OTn090uY8Wf4A_jQeeA=mo,"Tidak bisa reset password, selalu muncul warning ""captcha yang anda masukkan salah"" padahal sudah sesuai dengan captcha yang ada. Kalian itu kerjanya gimana, udah dikasih anggaran banyak masih aja hasilnya mengecewakan, dear developer. Sekelas mobile jkn yg notabene aplikasi penting kok masih belum matang sempurna, haduuuhhh mengecewakan. Mohon perhatiannya bapakk",1,0,4.7.0,2024-05-07 11:47:31,,,4.7.0
4598d5fe-0b13-4db4-9223-126a4cc0e365,Mbak Win,https://play-lh.googleusercontent.com/a/ACg8ocIxmbmYAb1KMcKRhHIZDpWu615APcDZWXGubssltsw_o_SzqQ=mo,"Jelek banget, gk bisa daftar. Setiap mau masukkan no. HP selalu gagal dan gk bisa krn muncul tulisan, sdh di coba berkali-kali dan di waktu yg berbeda tetap saja sama TIDAK BISA. Ini namanya aplikasi utk mempersulit rakyat, bukan mempermudah rakyat.",1,255,4.7.0,2024-02-23 08:06:44,,,4.7.0
f72f1014-e85d-4577-a4ff-b08a137b5cd3,Darminto Minto,https://play-lh.googleusercontent.com/a/ACg8ocLW0mKk5ywYm-1B_QOMTSxtYDtR4lzl1YAuhLfrd3skluBo=mo,"Alangkah baiknya app di launching setelah sempurna, menimbang CS yg rata-rata berusia +40 TIDAK BERJALAN DENGAN BAIK dengan app yg cukup bertele-tele, maksimalkan terlebih dahulu sebelum di publikasi, pertimbangan kendala bagi pengguna *MENYELURUH* mungkin tidak maksimal pada uji coba, perhatikan dampak negatif terhadap CS dengan registrasi yang rumit karena terkait dengan MEDICAL PUBLIC. Trms",1,45,4.7.0,2024-03-21 10:41:04,"Hi.. Mohon maaf atas ketidaknyamanannya. Terkait kendala yang dialami, Anda dapat menyampaikan kendala dengan melampirkan screenshot/video ke alamat email : keluhan.mobile@bpjs-kesehatan.go.id untuk kemudahan proses tindak lanjut. Terima kasih.",2024-03-26 05:23:45,4.7.0
7241bb71-7b26-4b45-952b-16cac60b448c,Jumran Application,https://play-lh.googleusercontent.com/a-/ALV-UjUabwC4cBp1ue7wnv2eUI3tE4Z1ygBeTOpRNW9lv0odcOUt-NE,"Masih banyak yg error, tidak rekomended. Tidak semua masyarakat indonesia mempunya nomor rekening, sedangkan aplikasinya bisa di gunakan jika sudah daftarkan auto debit tabungan rekening. Seakan akan memaksakan pengguna untuk melakukan auto debit (penjajahan secara halus & sifat rakus yang membabi buta). itupun daftar auto debitnya berkali-kali dan terjadinya error pun berkali-kali. Yg mau download silahkan, silahkan nikmati aplikasi serba ERROR, memalukan.",1,34,4.7.0,2024-04-15 20:27:07,,,4.7.0
aa5aa43b-ab91-4a71-85eb-0940c6771a0f,Aldus Mantari,https://play-lh.googleusercontent.com/a-/ALV-UjWo70P1NViXj6cEmMM_K7OUXCSEtngInnOepCVw2PYwDzJ2rzjh,"Setelah di-update, aplikasi ini malah tidak bisa dibuka karena muncul notifikasi tidak bisa berjalan pada emulator dan device root padahal hp saya tidak pernah di root dan di android. Saya mau daftar antrian berobat jadi susah. Sangat mengecewakan",1,256,4.7.0,2024-02-20 16:11:31,,,4.7.0
ba448a89-e71a-483d-ac4b-7d4335f58ae9,Kiki Arianto,https://play-lh.googleusercontent.com/a-/ALV-UjVfzie4bT6qmYr_qp3GuejYSrg0yadjlqDauDM2HzFYP9gU1Vg,"Bg teman2 yg login ke akun JKN jika ada notif ""aplikasi tdk bisa berjalan pd emulator dan device yg tdk di root. Coba login ulang sesudah login brhasil ,trus lngsung cepat tekan tanda ""KARTU"" sebelum tanda notifnya muncul.stlh muncul gambar kartu bpjs/KIS kita tekan tombol ""kembali"" Lalu kita bisa membuka menu2 yg ada.mudah2an bisa membantu teman2 sekalian slmt mencoba semoga berhasil.....",1,80,4.7.0,2024-03-09 04:01:28,"Hi... Terima kasih atas review dan rating yang diberikan. Kami akan terus melakukan perbaikan dan penyempurnaan aplikasi Mobile JKN untuk memberikan kemudahan bagi peserta dan calon peserta JKN. Jika ada kendala, Anda dapat menghubungi Care Center BPJS Kesehatan melalui nomor 165 (24 jam). Semoga Sehat Selalu. Terima kasih.",2024-03-21 02:44:22,4.7.0
fb3a1367-f90f-4fc6-8898-12734401f460,Sirzech,https://play-lh.googleusercontent.com/a-/ALV-UjWwQzVfl__3SSdVDkX-ikVX_hXuUlRBmrIs6EMwZwN6uQNNjL2f,"Tolong developer aplikasi ini, buatlah opsi kode verifikasi itu jangan hanya lewat sms, sekarang sudah bisa kirim otp via WA. Tolong lah saya sudah coba daftar dari 6 bulan lalu sampai sekarang masalah tetap sama di bagian input nomor Handphone tidak ada kode yg di kirim via SMS. TOLONG SEGERA PERBAIKI!!!!",1,59,4.7.0,2024-05-02 06:19:03,,,4.7.0
3f099465-b143-46b8-a749-8cb91a3ab79e,Rintang Mesos,https://play-lh.googleusercontent.com/a-/ALV-UjVQhaxFhWPyjzCTXqMHv0k9gPpiBT95qCE8n0w6rqEKaIH2BNk,"""Demi menjaga keamanan, aplikasi mobile JKN tidak bisa berjalan pada emulator"", android tidak pernah di root. notifikasi aneh, gak ada petunjuk penyelesaian. Aplikasi malah gak bisa dipakai, sudah uninstall & instal gak pengaruh.",1,124,4.7.0,2024-03-05 02:27:26,,,4.7.0
b2d58a90-ad31-4cde-81fc-5f8000bcf83c,Enrico Risyad S,https://play-lh.googleusercontent.com/a/ACg8ocK_WF7BZZA722KGDk-ZJPnLJ43KA57x98Bzjny69Bqgd5KPlA=mo,"Aplikasi nyusahin, bukan mempermudah tapi malah membuat susah. Daftar udah masukin nomor telp, udah dikirimin nomor verifikasi. Tapi kolom masukin nomor verifikasinya gak muncul², diulang² tetep aja gak bisa. Pliss lah kalo bikin aplikasi tuh yang bener lah, jangan pilih/pake aplikasi yang murahan. Kalo gini caranya bukan mempermudah, tapi menyusahkan dan mempersulit. Ini jadinya saya gak bisa daftar², mana keperluannya mendesak banget lagi. Hadeeehhhhh......",1,2049,4.7.0,2024-01-29 23:12:03,,,4.7.0
5be73422-2613-4ecf-99c9-132640bb39d6,Agus Septiana Putra,https://play-lh.googleusercontent.com/a-/ALV-UjWd3xe-wZggkThrjLdanUuEh2d735eqz-UGQV5fA4PxIEPS5ZEL,Sumpah jelek banget. Masa muncul notif aplikasi tdk bisa berjalan pada emulator dan device yg di root. Padahal hp saya tidak di Root dan jelas jelas Android tanpa emulator. Udah di instal ulang sama aja..bapuk banget menyusahkan. Pdahal butuh penting bgt apk nya..tolong diperbaiki segeraa banyak yg mengalami hal serupa,1,2122,4.7.0,2024-02-07 01:56:33,,,4.7.0
7d207cc8-7631-4df2-906e-b9dcaf679797,SwithBladee,https://play-lh.googleusercontent.com/a-/ALV-UjUsSd0X9rfXIdmBoWNQ2cJYICiEroUKxdvEcSwTKA6GdDBjekwv,"apa lah ni, setelah update masa gak bisa di buka aplikasi nya, katanya ""aplikasi Mobile Jkn tidak bisa berjalan pada emulator"", padahal buka nya pake android di blg pake emulator lucu, trus sambungan nya lgi ""dan dengan kondisi device tidak di lakukan root"", abis tekan itu tiba2 keluar, pas mau msuk lagi sama aja muncul pringatan kayak tdi, jelek kali stelah update min, ini utk admin nya tolong di perbaiki ya,saya jdi gak bisa akses, bukannya stlh update itu jdi lbh bgs,ini malah gk bs di pake.",1,2194,4.7.0,2024-01-02 09:46:02,,,4.7.0
abbf15fb-f1eb-45f8-8bfc-4811fa054b0a,I nengah Gunasih,https://play-lh.googleusercontent.com/a/ACg8ocKbJjxP4sZiXsxjDB9DzHc1wpZMxfCKf1YxRw2gUMDMQcssVg=mo,"Aplikasi ini harus banyak perbaikan,kreterianya dan kerjanya sangattt jelek sekali untuk sebuah aplikasi yg nantinya digunakan hampir seluruh rakyat indonesia, ninerjanya lambat dan sering mengalami gangguan setiap saat, andaikata kita saat2 dalam keadaan darurat sangat belum bisa diandalkan , buat developer saya harap bisa ditingkatkan lebih bagus lagi mutu aplikasinya, biar alat atau aplikasi ini menjadi sesuatu yg memudahkan masyarakat banyak bukan malah bikin puyeng menunggu yg TDK pasti,",1,22,4.7.0,2024-03-12 13:43:26,"Hi.. Mohon maaf atas ketidaknyamanannya. Terkait kendala yang dialami, Anda dapat menyampaikan kendala dengan melampirkan screenshot/video ke alamat email : keluhan.mobile@bpjs-kesehatan.go.id untuk kemudahan proses tindak lanjut. Terima kasih.",2024-03-20 02:45:33,4.7.0
2142abaf-fba7-4068-b550-ce815fc97c0d,Khofif Khan,https://play-lh.googleusercontent.com/a/ACg8ocKFtvSMrV4cJ9ixTqvbL87iT9Lj7G6OdwTnfYxTB0mpfqD86Q=mo,"Sudah sesuai arahan, klo terjadi kendala coba berkala dengan cara buka tutup aplikasi, jaringan juga bagus, coba daftar udah seminggu lebih tapi ttep gabisa, ga pernah dapet kode otp. Harusnya mempermudah, malah mempersulit",1,286,4.7.0,2024-01-26 05:05:20,"Hi.. Mohon maaf atas ketidaknyamanannya. Pastikan jaringan baik dan No HP yang terdaftar adalah no HP prabayar yang aktif dengan pulsa yang mencukupi agar kode OTP dapat masuk. Saat ini Operator yang sudah tersedia untuk SMS OTP adalah pengguna Telkomsel, Indosat dan Smartfren. Terima kasih.",2024-02-01 06:41:43,4.7.0
b7ae8a11-589f-4908-92d3-e2347fa7fe34,Witri Puji Mulyani,https://play-lh.googleusercontent.com/a/ACg8ocLX41BTUCevLwF3-ESLAbXylHXinpRLb0xnZIi05mtY8fmKTA=mo,"Tolong aplikasi di fleksibel untuk 1 akun 2 hp karna ada yg mengasuh manula juga, atau di sendirikan karna rawan lup pasword sandi dll itu kemungkinannya lumayan sering. Kasihan yg sepuh juga kalau ga ada yg membantu log in dan gampang lupa jg kalau sudah sepuh untuk mengingat pasword akun. Mengingat sering adanya kemungkinan error data dll.",1,24,4.7.0,2024-03-18 12:09:35,Hi… Mohon maaf atas ketidaknyamanannya BPJS Kesehatan berusaha memberikan keamanan kepada peserta saat melakukan login aplikasi mobile JKN dengan menggunakan nomor kartu JKN-KIS / NIK yang merupakan upaya dalam memberikan perlindungan kepada peserta dari orang lain yang tidak bertanggung jawab. Terima kasih.,2024-03-27 03:36:39,4.7.0
eaa1fc9f-861f-4e27-a126-65511055410d,Indra Sagita H.,https://play-lh.googleusercontent.com/a-/ALV-UjV5kcueE65sXpWXqf7cLpCiAqD53bwdhyzt1e9cVQTe5iAIivqhEQ,"Aplikasi tidak dapat dibuka terkait emulator dan root, padahal hp tidak dalam keadaan root. Cari di Google ternyata banyak yang mengalami seperti ini sehingga muncul berbagai tutorial di YouTube. Begitu dicoba ternyata ngga ada yang work. Tolong dong developer aplikasinya diperbaiki, kalau butuh kondisi darurat kan useless jadinya. Ngga usahlah seribet aplikasi mobile banking.",1,19,4.7.0,2024-03-01 14:55:18,,,4.7.0
1d5112f9-b114-4ffa-b852-a19039bdb016,Fera Sofitri,https://play-lh.googleusercontent.com/a-/ALV-UjV5cixGE9GISkS4R63iyThoNWpcazDdkAS6EHlciuqgEuEZ36Fi,"Kenapa jelek sekali,masak muncul notifikasi terus, demi keamanan, aplikasi tidak bisa berjalan pada emulator dan device yang di root.padahal hp saya sama sekali tidak di root,dan emang jelas android tanpa emulator. Mau di uninstall,di install lagi.. sama saja. Banyak yang mengalami seperti ini dan apk ini jg sangat penting dan dibutuhkan. Tolong di perbaiki lagiii ya",1,44,4.7.0,2024-03-08 03:40:04,,,4.7.0
2fc39385-63b5-422a-b060-d9e495edd418,Almira darmansyah,https://play-lh.googleusercontent.com/a/ACg8ocI4gX_UfLaTMyMzpSRLC2-9YKsRUgPF3207cZln8886I1op6g=mo,"Aplikasi ga jelas buat apa di bikin kalo tidak bisa membantu ban berfungsi, pendaftaran kode otp ga muncul di SMS coba berkali kali pun tetep ga bisa harus nunggu 300 detik, tolong dipermudah, yg jelas gitu",1,2,4.7.0,2024-05-01 04:59:11,,,4.7.0
a08e5742-a4e4-4dc1-9570-abb7658cfe91,Yohana Fatresya,https://play-lh.googleusercontent.com/a-/ALV-UjXAOMRYXRuxISQwfESJoeXV9gKWvOxqYeiUv758Y2Xj0ES_jqaE,"Proses autodebit untuk pilihan banknya tidak lengkap, misal tidak ada bank bni padahal pembayarannya ada virtual akum dari bank bni. Kemudian diminta lagi verifikasi melalui nomor telepon sedangkan kode otp tidak masuk padahal pulsa cukup dan jaringan bagus karena verifikasi melalui email bisa. Kirim ulang kode otp pun butuh waktu lama (hampir 5 menit). Setidaknya diperbaiki ya karena melihat banyak ulasan yang mengalami hal serupa artinya tidak ada evaluasi dan perbaikan.",1,7,4.7.0,2024-04-18 05:12:01,"Hi.. Mohon maaf atas ketidaknyamanannya. Kami akan terus melakukan perbaikan dan penyempurnaan aplikasi Mobile JKN untuk memberikan kemudahan bagi peserta dan calon peserta JKN. Jika ada kendala, Anda dapat menghubungi Care Center BPJS Kesehatan melalui nomor 165 (24 jam). Semoga Sehat Selalu. Terima kasih.
",2024-04-19 02:04:04,4.7.0
31728dae-d430-41bb-b2b8-02d181ba3d8d,Yunian Edwi Risnawaputra,https://play-lh.googleusercontent.com/a-/ALV-UjV-A83LwXKvaCJHFfbMV2wi2WHwK6ZDbI4xFm9_1xBlVJjTl0E,"Ada banyak kekurangan di aplikasi ini, banyak banget. Mulai dari error sistem yang ditampilkan ke user sampe gagal ambil nomor urut pelayanan terus. Aplikasi publik tapi berasa aplikasi yang dibikin sama peserta bootcamp. Apa jangan-jangan devnya kepepet waktu buat develop? Tolong perbaiki lagi. QA nya juga gimana ini, aplikasi banyak error kok bisa masuk ke production",1,0,4.7.0,2024-05-07 14:07:40,,,4.7.0
